title,creator,date,description,coverage,subject,latitude,longitude,type,format,donor,object-id,repo-id
Logging [09],,1923,Brush piles ready for burning on timber sale on the Priest Lake State Forest.,United States--Idaho--Bonner County,forests,46.926101,-116.687336,Image;StillImage,image/jpg,Potlatch Corporation,117,plcphotos
Logging [05],,1923,After careful piling and burning,United States--Idaho--Bonner County,forests,46.926101,-116.687336,Image;StillImage,image/jpg,Potlatch Corporation,118,plcphotos
Logging [18],,1923,View of an area showing remains of fine white pine forest after slash and brush fires have run over it following logging.,United States--Idaho--Bonner County,exteriors; log buildings,46.909929,-116.745358,Image;StillImage,image/jpg,Potlatch Corporation,119,plcphotos
W.J. Gamble's winter pictures [09],,1939,View of snow covered lumber yard.,United States--Idaho--Latah County--Potlatch,winter; lumber; buildings,46.917456,-116.899837,Image;StillImage,image/jpg,Potlatch Corporation,120,plcphotos
Logging [06],,1923,Private effort at proper slash disposal is not altogether lacking.  Picture shows how debris has been piled and burned around camps.,United States--Idaho--Bonner County--Kaniksu National Forest,forests; camps; exteriors; buildings,46.909929,-116.745358,Image;StillImage,image/jpg,Potlatch Corporation,121,plcphotos
Logging [25],,1923,"Brush piled ready for burning at foot of Meline, Elk Basin.",United States--Idaho--Bonner County--Kaniksu National Forest,forests,46.909929,-116.745358,Image;StillImage,image/jpg,Potlatch Corporation,122,plcphotos
"Landscaping of plant, 1949 [01]",,1949,Lawn ornaments at the Potlatch Plant.,United States--Idaho--Latah County--Potlatch,cities; landscaping,46.921395,-116.901443,Image;StillImage,image/jpg,Potlatch Corporation,123,plcphotos
Logging [16],,1923,Piling and burning of slash on private land.,United States--Idaho--Shoshone County--Clarkia,forests; workers; fires,46.909929,-116.745358,Image;StillImage,image/jpg,Potlatch Corporation,124,plcphotos
"Prairie Music Festival Parade, 1952 [05]",,1952,Band marching past Potlatch Mercantile Company,United States--Idaho--Latah County--Potlatch,parades; bands; main streets,46.921567,-116.899011,Image;StillImage,image/jpg,Potlatch Corporation,125,plcphotos
"Prairie Music Festival Parade, 1952 [04]",,1952,unidentified marching band.,United States--Idaho--Latah County--Potlatch,parades; bands; main streets,46.921567,-116.899011,Image;StillImage,image/jpg,Potlatch Corporation,126,plcphotos
"Prairie Music Festival Parade, 1952 [01]",,1952,View of C.J.H.S. marching band,United States--Idaho--Latah County--Potlatch,parades; bands; main streets,46.921567,-116.899011,Image;StillImage,image/jpg,Potlatch Corporation,127,plcphotos
"Prairie Music Festival Parade, 1952 [03]",,1952,Band marching past public library.,United States--Idaho--Latah County--Potlatch,parades; bands; main streets,46.921567,-116.899011,Image;StillImage,image/jpg,Potlatch Corporation,128,plcphotos
"Prairie Music Festival Parade, 1952 [02]",,1952,Band marching past the Confectionery.,United States--Idaho--Latah County--Potlatch,parades; bands; main streets,46.921567,-116.899011,Image;StillImage,image/jpg,Potlatch Corporation,129,plcphotos
Potlatch Elementary School [04],,1939,Children and teacher on steps of the school,United States--Idaho--Latah County--Potlatch,children; schools,46.921497,-116.894153,Image;StillImage,image/jpg,Potlatch Corporation,130,plcphotos
Potlatch Elementary School [02],,1939,First grade students.,United States--Idaho--Latah County--Potlatch,interiors; children,46.921497,-116.894153,Image;StillImage,image/jpg,Potlatch Corporation,131,plcphotos
W.J. Gamble's winter pictures [13],,1939,Local street after being plowed.,United States--Idaho--Latah County--Potlatch,winter; streets,46.916203,-116.897187,Image;StillImage,image/jpg,Potlatch Corporation,132,plcphotos
Potlatch Elementary School [03],,1939,Third and forth grade students in the school cafeteria.,United States--Idaho--Latah County--Potlatch,schools; workers; children,46.921497,-116.894153,Image;StillImage,image/jpg,Potlatch Corporation,133,plcphotos
"Landscaping of plant, 1949 [02]",,1949,"Lawn built at Potlatch Plant, season of 1949.",United States--Idaho--Latah County--Potlatch,automobiles; lawns (landscaped grass),46.921395,-116.901443,Image;StillImage,image/jpg,Potlatch Corporation,134,plcphotos
Potlatch Elementary School [05],,1939,School Cafeteria serving line.,United States--Idaho--Latah County--Potlatch,schools; workers; children,46.921497,-116.894153,Image;StillImage,image/jpg,Potlatch Corporation,135,plcphotos
Potlatch Elementary School [01],,1939,School Cafeteria serving line.,United States--Idaho--Latah County--Potlatch,schools; workers; children,46.921497,-116.894153,Image;StillImage,image/jpg,Potlatch Corporation,136,plcphotos
Potlatch High School [03],,1939,Gradating Class,United States--Idaho--Latah County--Potlatch,graduates,46.921691,-116.897971,Image;StillImage,image/jpg,Potlatch Corporation,137,plcphotos
Potlatch High School [02],,1942,Girls' Basketball Team with coach.,United States--Idaho--Latah County--Potlatch,basketball players; coaches,46.921691,-116.897971,Image;StillImage,image/jpg,Potlatch Corporation,138,plcphotos
Potlatch High School [01],,1939,Girls' Basketball Team with coach.,United States--Idaho--Latah County--Potlatch,basketball players; coaches,46.921691,-116.897971,Image;StillImage,image/jpg,Potlatch Corporation,139,plcphotos
"Potlatch Junior High School, Potlatch, Idaho.",,1940,Interior of new classroom.,United States--Idaho--Latah County--Potlatch,interiors; classrooms; fixtures,46.921691,-116.897971,Image;StillImage,image/jpg,Potlatch Corporation,140,plcphotos
W.J. Gamble's winter pictures [03],,1939,Local street after being plowed.,United States--Idaho--Latah County--Potlatch,winter; streets,46.916203,-116.897187,Image;StillImage,image/jpg,Potlatch Corporation,141,plcphotos
Clearing of land,,1913,Men and horses clearing brush from land.  They appear to be making a road.,United States--Idaho--Latah County--Potlatch,workers; horses; equipment; farms,46.919815,-116.882536,Image;StillImage,image/jpg,Potlatch Corporation,142,plcphotos
Clearing of land,,1913,The women have brought lunch to the men and are posing for a picture similar to the previous one.,United States--Idaho--Latah County--Potlatch,workers; horses; equipment; farms,46.919815,-116.882536,Image;StillImage,image/jpg,Potlatch Corporation,143,plcphotos
workshop,,1950,Man in a home workshop containing various types of carpentry tools.,United States--Idaho--Latah County--Potlatch,workshops (work spaces),46.918253,-116.897118,Image;StillImage,image/jpg,Potlatch Corporation,144,plcphotos
Dry shed,,1938,Unidentified man standing in front of dry shed #6 which is under construction.,United States--Idaho--Latah County--Potlatch,construction; workers,46.921133,-116.901788,Image;StillImage,image/jpg,Potlatch Corporation,145,plcphotos
Father-son teams,,1941,"Earl Compton with his father Edward T., one of the many father-son teams working for the company.",United States--Idaho--Latah County--Potlatch,photographs,46.92164,-116.900246,Image;StillImage,image/jpg,Potlatch Corporation,146,plcphotos
horse-drawn cart,,1896,horse-drawn cart,United States--Idaho--Latah County--Potlatch,horses; carts; men,46.920342,-116.88112,Image;StillImage,image/jpg,Potlatch Corporation,147,plcphotos
Cabin,,1902,The man on the porch may be William Deary.,United States--Idaho--Latah County--Deary,houses; log cabins; dogs,46.942877,-116.857495,Image;StillImage,image/jpg,Potlatch Corporation,148,plcphotos
"Weyerhaeuser, Charles A.",,1925,"Weyerhaeuser, Charles A.",United States--Idaho--Latah County--Potlatch,portraits,45.953476,-94.390218,Image;StillImage,image/jpg,Potlatch Corporation,149,plcphotos
"Potlatch Forests, Inc. Potlatch Unit Exhibit [02]",,1960,Types of packaging manufactured from Potlatch products.,United States--Idaho--Latah County--Potlatch,exhibits,46.921673,-116.897739,Image;StillImage,image/jpg,Potlatch Corporation,150,plcphotos
Tussock Moth Control Project Idaho,,1936,"Stanton Ready, State Forester of Idaho, explains the tussock moth spraying equipment installed on the Tri-motor Ford of the Johnson Flying Service to Ed Ring, Assistant State Forester, Thomas Corssley, Special Assistant, and Henry Jones Fire Warden of the Kendrick Forest Protective District.",United States--Idaho--Latah County--Kendrick,airplanes; fields,46.770211,-117.001714,Image;StillImage,image/jpg,Potlatch Corporation,151,plcphotos
Logging [01],,1922,Controlled burn on farm land,United States--Idaho--Latah County--Potlatch,fields,46.918056,-116.881034,Image;StillImage,image/jpg,Potlatch Corporation,152,plcphotos
Farms and Farming [11],,1920,two men standing in a large vegetable garden.,United States--Washington--Pend Oreille County--Newport,gardens; wilderness,48.162449,-117.142475,Image;StillImage,image/jpg,Potlatch Corporation,153,plcphotos
"Potlatch Forests, Inc. Potlatch Unit Exhibit [01]",,1960,Types of packaging manufactured from Potlatch products.,United States--Idaho--Latah County--Potlatch,exhibits,46.921673,-116.897739,Image;StillImage,image/jpg,Potlatch Corporation,154,plcphotos
Farms and Farming [08],,1920,Large vegetable garden.,United States--Idaho--Bonner County--Oldtown,gardens; wilderness; workers; buildings,48.162449,-117.142475,Image;StillImage,image/jpg,Potlatch Corporation,155,plcphotos
Community Christmas tree (1937),,1937,Community tree outside of P. A. A. C.,United States--Idaho--Latah County--Potlatch,exteriors; Christmas tree; lights,46.921105,-116.895309,Image;StillImage,image/jpg,Potlatch Corporation,156,plcphotos
Farms and Farming [10],,1920,View of large vegetable garden with agricultural buildings in the background.,United States--Idaho--Bonner County--Oldtown,gardens; buildings,48.162449,-117.142475,Image;StillImage,image/jpg,Potlatch Corporation,157,plcphotos
Farms and Farming [13],,1925,Boxes of strawberries on display.,United States--Washington--Pend Oreille County--Newport,strawberry (fruit),48.162449,-117.142475,Image;StillImage,image/jpg,Potlatch Corporation,158,plcphotos
Farms and Farming [06],,1925,Two men hoeing the cabbage patch.  Corn is growing on the right and possibly potatoes on the left.,United States--Washington--Pend Oreille County--Newport,gardens; workers; mountains,48.162449,-117.142475,Image;StillImage,image/jpg,Potlatch Corporation,159,plcphotos
W.J. Gamble's winter pictures [07],,1939,Lumber stacked on a fork lift truck.,United States--Idaho--Latah County--Potlatch,fork lifts; workers; lumber,46.917456,-116.899837,Image;StillImage,image/jpg,Potlatch Corporation,160,plcphotos
Farms and Farming [12],,1931,Raspberry bushes and melon plants.,United States--Idaho--Latah County,gardens,46.945014,-116.808439,Image;StillImage,image/jpg,Potlatch Corporation,161,plcphotos
Farms and Farming [05],,1936,Timothy hay on Robert Mowlds property near Princeton.  The land is valued at $40.00 an acre.,United States--Idaho--Latah County--Potlatch,fields,46.921058,-116.885763,Image;StillImage,image/jpg,Potlatch Corporation,162,plcphotos
Farms and Farming [09],,1936,"Timothy meadow on Robert Mowlds property, one mile from Potlatch.  The land is valued at $40.00 an acre.",United States--Idaho--Latah County--Potlatch,fields,46.921058,-116.885763,Image;StillImage,image/jpg,Potlatch Corporation,163,plcphotos
Farms and Farming [03],,1920,Man standing in a field of oats on the J.E. Garton property (SE. SW.29-42-4W) two miles from Potlatch. 35 acres of land valued at $25.00 and 5 acres at $10.00,United States--Idaho--Latah County--Potlatch,fields; barns,46.920196,-116.882027,Image;StillImage,image/jpg,Potlatch Corporation,164,plcphotos
Farms and Farming [07],,1920,Steam bailer in operation on J.P. Vollmer property 1 mile west of Potlatch (Lot 2-2-41-5W).,United States--Idaho--Bonner County--Oldtown,workers; horses; equipment; farms,46.916151,-116.865628,Image;StillImage,image/jpg,Potlatch Corporation,165,plcphotos
Farms and Farming [01],,1920,Crew harvesting oats on I.E. Wolheter farm near Potlatch.  Six horses are behind one binder while four horses pull the other,United States--Idaho--Latah County--Potlatch,fields; horses; workers,46.916151,-116.865628,Image;StillImage,image/jpg,Potlatch Corporation,166,plcphotos
"View of Gymnasium & hotel with Deary memorial, 1921",,1921,View of gymnasium the two large granite boulders are a memorial to William Deary.  The building on the right is the hotel.,United States--Idaho--Latah County--Deary,exteriors; gymnasiums; hotels; memorials,46.927026,-116.902841,Image;StillImage,image/jpg,Potlatch Corporation,167,plcphotos
Farms and Farming [02],,1920,This harvest of Timothy hay on the J.P. Vollmer farm yielded 2 1/2 tons to the acre.,United States--Idaho--Latah County--Potlatch,,46.916151,-116.865628,Image;StillImage,image/jpg,Potlatch Corporation,168,plcphotos
W.J. Gamble's winter pictures [02],,1938,lumber stacked on a Ross fork lift truck.,United States--Idaho--Latah County--Potlatch,workers; fork lifts; trucks,46.917456,-116.899837,Image;StillImage,image/jpg,Potlatch Corporation,169,plcphotos
Farms and Farming [04],,1918,Cows and pigs in a barnyard.  Sheep are grazing on the hillside.,United States--Idaho--Latah County,cows; pigs; sheep; barns,46.92002,-116.876013,Image;StillImage,image/jpg,Potlatch Corporation,170,plcphotos
Animal Science (Cattle) [02],,1922,Animal Husbandry students judging steers.,United States--Idaho--Latah County,judging; cattle; students; barns,46.730021,-117.024533,Image;StillImage,image/jpg,Potlatch Corporation,171,plcphotos
Animal Science (Cattle) [01],,1922,Animal Husbandry students judging steers.,United States--Idaho--Latah County,judging; cattle; students; barns,46.730021,-117.024533,Image;StillImage,image/jpg,Potlatch Corporation,172,plcphotos
"Steer herd from UI shown at the Northwest Livestock Association show at Lewiston, Dec. 1915.",,1915,"These steers won every 1st and 2nd prize and the steer Beaufactor,third from right, was made grand champion over all breeds and ages of the show.  Two-thirds of these steers were bred on the university farm at Moscow.",United States--Idaho--Latah County--Moscow,cows; students,46.400409,-117.001189,Image;StillImage,image/jpg,Potlatch Corporation,173,plcphotos
Animal Science (Horses),,1915,Six month old shire filly foal bred on the University farm at Moscow.,United States--Idaho--Latah County--Moscow,horses,46.730021,-117.024533,Image;StillImage,image/jpg,Potlatch Corporation,174,plcphotos
